0.5244336967602403,0.26850949397918333,1.0307988965821262,0.6037494337274671,-0.18856114122522924,0,0.19200440495122106-1.1303087763431644*^-16*I,0.08892583707114052-1.7414975994406066*^-16*I,0.6828422266917203-1.6291578756908741*^-16*I,1.0712524507882133+2.178083104993402*^-17*I,0.5587642531431386-4.2184836469250337*^-17*I,0.32979660408779493-6.886554254330195*^-17*I,0.2758192040473777+9.640119125577783*^-18*I,0.26974569330836556+5.1519610043107026*^-17*I,-0.13921668983029753-2.7119620799532866*^-17*I,-0.3564442780964989-2.0790092391180416*^-16*I,-1.0169800563674098-1.8903285571184736*^-16*I,-0.6281098269592473-1.1081235020651129*^-16*I
0.5968942095625654-4.300364174732549*^-32*I,0.23761554013965197+4.1375735473449405*^-31*I,0.9880185523368281-5.68500600693619*^-32*I,0.6473301502750888+2.7543058680374104*^-31*I,-0.13269730858005319-2.2325579286525577*^-31*I,0.06877010644661519-1.47786209009426*^-31*I,0.25088040931254457-5.564838452061093*^-32*I,0.1180344785566635-2.3073916732876903*^-32*I,0.7145400581863562-1.809488412730657*^-33*I,1.1281299860226675+1.4487571438414879*^-31*I,0.7428586366397338-7.749103968742101*^-31*I,0.436848423546615-9.53036864456008*^-32*I,0.26257037085132545-4.902022627835904*^-32*I,0.3230507821227169-1.8405780029478343*^-31*I,-0.0637754175768388-3.433222680831522*^-31*I,-0.2939665955210743-5.6768897474162204*^-31*I,-1.0024444265717314-6.266349147898772*^-31*I,-0.6736990017175348-1.8860338718318388*^-31*I
0.6536083172501033-6.175884332199995*^-46*I,0.2061029983147099+4.870975546057561*^-45*I,0.9449200467304419+6.78281010470467*^-46*I,0.689316965587399+2.4067987707918418*^-45*I,-0.08311861500897644-2.5831171487541867*^-45*I,0.13783571991682345-1.6248337105066385*^-45*I,0.2917810763196852-7.196290355121564*^-46*I,0.14164216404519506-6.194533547964663*^-46*I,0.748444009223808-7.853984771270083*^-46*I,1.1817858346066556+6.3977814346267085*^-46*I,0.8925285317383068-9.558257966430108*^-45*I,0.5171431997565624-1.5520097361302155*^-45*I,0.2518638482170057-7.976911066960026*^-46*I,0.37829997833135187-2.763029299000455*^-45*I,0.010247869013706555-4.367369651508639*^-45*I,-0.23795775150437545-6.202082542197601*^-45*I,-0.9841282021167643-8.17579155168091*^-45*I,-0.7132500639235713-1.9829648041148445*^-45*I
0.6933874398005572-1.8570375015245299*^-60*I,0.1803502882585329+1.0651126708269149*^-59*I,0.9062003024877358+5.218932876133565*^-60*I,0.7264792263083028+1.8486134492515806*^-60*I,-0.04192151678226606-5.488025990061699*^-60*I,0.2031234377670819-3.199492011796198*^-60*I,0.31454705003883976-2.825777103365897*^-60*I,0.1585849885796607-3.268678276258387*^-60*I,0.7809173103322308-4.1394586338695754*^-60*I,1.2279811411290207-1.340106805330652*^-60*I,1.003729027811989-1.620701841121927*^-59*I,0.5692758299062068-4.320421009657377*^-60*I,0.24228342065381983-2.9384243588480596*^-60*I,0.4280326642185511-7.82319129202829*^-60*I,0.07413420511007723-1.0145027487508262*^-59*I,-0.19422173480221142-1.192815178643629*^-59*I,-0.9685092254894477-1.6712346710573797*^-59*I,-0.7477120369523913-4.236724738746375*^-60*I
0.7210975769219808-1.3773539745799827*^-76*I,0.16290243054494247+5.149632425800731*^-76*I,0.8718612859658548+5.247578339672857*^-76*I,0.7593757091677962-2.3386956872484312*^-76*I,-0.009419302859903384-2.7152429017157962*^-76*I,0.2598556341815987-1.634566143879464*^-76*I,0.32634451646317425-2.487157507558718*^-76*I,0.17203817568102844-3.233429816649435*^-76*I,0.8111915992612546-3.93290926239438*^-76*I,1.2668166763745583-2.6811000170145298*^-76*I,1.0864357079029123-7.072541849506036*^-76*I,0.6024324450543176-2.80270921194498*^-76*I,0.23443198294966772-2.3613844738843777*^-76*I,0.4692484714670845-5.3512486670281575*^-76*I,0.12379268462869494-5.519241885690393*^-76*I,-0.1649191460407614-4.583318256462518*^-76*I,-0.9594831826993792-5.577842010732583*^-76*I,-0.7778245267624451-1.7209354272254105*^-76*I
0.7436088720252056+3.0415290138121205*^-84*I,0.1532474372827822-1.5168629045817713*^-84*I,0.8385208382937966-1.0849198358776023*^-84*I,0.7906815168580889+2.685510224778535*^-84*I,0.014915784946195228+1.1010515677039353*^-84*I,0.3035723019961896-7.282811962954253*^-85*I,0.33734507878965686+4.093078330366665*^-84*I,0.18727431050671572+2.6844562356025055*^-84*I,0.840656751404171+7.327945345497671*^-85*I,1.3010618052551384+8.228076138796733*^-85*I,1.1548485820410632+4.607881913641182*^-84*I,0.6299450412464785+4.855192431304624*^-84*I,0.23026510961654817+1.2476861708006543*^-84*I,0.5023123083785251+1.546741290507688*^-84*I,0.15873075665141817+1.6233380632635964*^-84*I,-0.14943962101471905+7.582456686164876*^-85*I,-0.9576419316402442+1.5372459397836817*^-85*I,-0.8036437402331826+4.4863296043875537*^-85*I
0.7666638749660186-4.797587231771686*^-94*I,0.1500261218074256+2.509632247410485*^-94*I,0.8021542707971421+2.497261869141147*^-94*I,0.8229856756737451-3.9395032908618565*^-94*I,0.03152022759533908+4.2038239377955385*^-95*I,0.3304076982042566-1.8983883235353337*^-94*I,0.3568334449838972-4.897091353626795*^-94*I,0.2091789404636902-4.7590054094226014*^-94*I,0.8710938159627246-4.061438391118839*^-94*I,1.3337704788667175-4.4727869448011945*^-94*I,1.2209144234803082-7.65931221790458*^-94*I,0.6640611943228215-7.623426845126855*^-94*I,0.2317401940779623-1.7676058218024883*^-94*I,0.5285254401991598-2.0807454619107817*^-94*I,0.17969841089098745-1.6228413055454455*^-94*I,-0.14632182029806873-2.0321446637315852*^-94*I,-0.9617585777081721-3.9873259769342665*^-94*I,-0.8249284604410062-2.7965835723302507*^-94*I
0.7937078295065714+2.1471187535557893*^-105*I,0.15240160468210984-1.2804174989398528*^-104*I,0.7595800748102185+5.0763557724201086*^-107*I,0.8576868757897762-4.637928259092608*^-104*I,0.04041849271977746+5.20175245837495*^-105*I,0.33712951037163785+2.4776391432508627*^-104*I,0.39156657531680844-1.5937123610763292*^-104*I,0.241120208142194-1.0778386148846951*^-104*I,0.9036463871513409+3.4684474959679987*^-105*I,1.3670599623213315+1.01907290088377*^-104*I,1.292550951533671+3.840692270320177*^-104*I,0.7138835334898821-1.3812310187236115*^-104*I,0.24017066149294886-1.1793522269394541*^-104*I,0.5487806345393926+1.3542777209370338*^-105*I,0.18728450318304127+1.425797791472373*^-104*I,-0.15453564967991246+2.7963024989443844*^-104*I,-0.9702211510835462+4.4033753280277506*^-104*I,-0.84143756099189-2.5068474096387125*^-105*I
0.8254092695442397-6.73752420714199*^-114*I,0.1606316865141877+7.910622871040537*^-114*I,0.7091644094117128+1.4222903215299874*^-113*I,0.8945780819109127-9.919039747496074*^-114*I,0.0412389024968254-3.349379345937858*^-114*I,0.32140663321194346-6.296261380094504*^-114*I,0.4449388491828971-8.817687465506453*^-114*I,0.2843526838437054-9.800980705698415*^-114*I,0.938315103845927-1.1520647609459785*^-113*I,1.4016135417543243-1.1430605186809206*^-113*I,1.3733124558951728-2.4410015844846013*^-114*I,0.7842670430000852-7.648895981157636*^-114*I,0.2559886534797186-7.121737539423904*^-114*I,0.5630439100388566-1.196669621159571*^-113*I,0.1813751692672124-9.046166135438747*^-114*I,-0.17403579271087885-4.0725934150883254*^-114*I,-0.9819401094644785-3.511061193876687*^-114*I,-0.8530542802071013-3.7771709747503496*^-114*I
0.85906017894531+1.8646744214701326*^-123*I,0.17649910995460263+3.1074068448909845*^-123*I,0.6521019989414237+2.9251614989947923*^-123*I,0.931495436300212+8.369437276627458*^-123*I,0.03313188066772862-1.9769469370974253*^-124*I,0.28226843207410907+4.082018384845064*^-123*I,0.5154237442363048-8.959784683226957*^-124*I,0.3368671098943449+8.550433297431788*^-124*I,0.9732218020389974+1.1201688390681705*^-123*I,1.4360402591514017+7.5006546879892915*^-124*I,1.4612726361797521+7.589640833011602*^-123*I,0.8737410536333483+1.0843749364782762*^-123*I,0.2782413229404478-2.2947150471879184*^-123*I,0.5697713412185456-2.781429338475629*^-123*I,0.16080093516924254-2.4314608767835042*^-123*I,-0.205996987158797-2.2730001829457913*^-123*I,-0.9971008742011974-4.734829640618256*^-123*I,-0.8600261731020753-3.0804026888383175*^-123*I
0.8875110286491531+2.8036408370764107*^-141*I,0.20437495029843755+3.8127670464666974*^-141*I,0.5957612391683658-5.984006142361819*^-141*I,0.9634347514823721+9.045611632346768*^-142*I,0.014089874126528104+1.0805742985476991*^-142*I,0.22054593672856374-3.192929628009616*^-141*I,0.5926708782851788+1.0083501519305164*^-140*I,0.3905241303721276+1.3991597752349004*^-140*I,1.0028038919218991+5.581487336075256*^-141*I,1.4652395592100849+2.1147603317800058*^-141*I,1.5456275645739956+1.2018279586035947*^-141*I,0.9696838338425623+8.639288868179358*^-141*I,0.30312247499724626-2.3023054657212828*^-141*I,0.5642111361733024-3.4400392366364595*^-141*I,0.12233575440710208-5.31232728475884*^-141*I,-0.2532995497607918-2.2125833631125866*^-141*I,-1.0183617673027037-8.241650139437304*^-142*I,-0.8637764130000457+1.3239525248058949*^-141*I
0.8963586725873078-1.527932783094806*^-155*I,0.25432296225370343+1.6416115283111118*^-155*I,0.5609338496341832-1.4913196954646783*^-156*I,0.9797322110069998-8.445598312216156*^-156*I,-0.021178842686860804-1.133560034243291*^-155*I,0.1394270574052487+6.451063540093208*^-156*I,0.6478951194972629-1.550860427589542*^-155*I,0.42437379205983605-7.288603968645161*^-156*I,1.0137001072978054+5.142127486263369*^-156*I,1.4766153852524915+3.947143035178577*^-157*I,1.598170845898221-2.946942996792001*^-156*I,1.0369129301193722-3.171828835064154*^-155*I,0.3204262509187903-4.94053781980876*^-156*I,0.5336277720263832-1.111122701675942*^-155*I,0.05741666987786041-2.158010064957421*^-155*I,-0.3223237989846472-1.356676334274979*^-155*I,-1.0534263051234471-1.0427460233712547*^-155*I,-0.8690707488192932-5.476234903607786*^-156*I
0.8554143292990033-6.023389759086094*^-166*I,0.34726443189307277+4.960259076687201*^-166*I,0.5875858845417523+3.9913321072555196*^-166*I,0.9577769956576532-3.599532339691841*^-166*I,-0.08510766699970118-3.038193083274383*^-166*I,0.04641115456685427-1.6834905005885296*^-166*I,0.6185939998947382-8.010866603232583*^-166*I,0.39589542526835164-7.05251730991077*^-166*I,0.9806579553323195-3.715258025659347*^-166*I,1.446902889646308-2.8879986831205385*^-166*I,1.5585229805499332-5.56906154050135*^-166*I,0.9974902236154626-9.754470802603602*^-166*I,0.30802454813065044-2.859183363815918*^-166*I,0.44881674276531897-6.326098337401498*^-166*I,-0.05456540492700235-5.560686277628009*^-166*I,-0.42611326106485503-3.9740973884482624*^-166*I,-1.117864101677293-4.3401780854924156*^-166*I,-0.8869184093652581-2.3910925514243123*^-166*I
0.7206100528719812-2.5263324476149265*^-174*I,0.4974554776528156+1.389924049877206*^-174*I,0.6838170614125705+9.835403654558693*^-175*I,0.8779180550720205-1.0818600714221217*^-174*I,-0.1908276440556514-1.257932506673184*^-174*I,-0.04357648276011146-5.520870493023138*^-175*I,0.44456048049361574-2.969517144531145*^-174*I,0.27219889080612913-2.0329056160305034*^-174*I,0.8943043369183554-1.1489950112048305*^-174*I,1.3719507090158218-8.845227040994668*^-175*I,1.3603166826145248-3.3182491513317694*^-174*I,0.7615851223895619-4.229310228501341*^-174*I,0.24674995751987797-8.109405558041234*^-175*I,0.2849816901401972-1.8664462278048957*^-174*I,-0.2334824080203211-1.7707298303162705*^-174*I,-0.5736863524290108-1.17675422752342*^-174*I,-1.220740644672479-1.2911734536736209*^-174*I,-0.9236687085511569-2.3747396148247282*^-175*I
0.5022001000392385+1.1775581924217467*^-184*I,0.6608381507331246-7.664371999940271*^-185*I,0.7568752295976113-3.4768199079874434*^-185*I,0.7825107648346015+1.581033766560898*^-185*I,-0.3273009746571234+5.413386287410898*^-185*I,-0.12214482254043615+4.6950575675879*^-185*I,0.17551212558600032+1.297403634953494*^-184*I,0.0961984436372726+8.654204962038336*^-185*I,0.8046323081363216+5.584002202551442*^-185*I,1.310440829872951+4.302134321124529*^-185*I,1.0065761828164776-4.568388610800755*^-184*I,0.36603754872591665+1.915876718206051*^-184*I,0.169585749333771+2.6988039233877698*^-185*I,0.09374245592348762+7.691346304272782*^-185*I,-0.4437171310348072+8.99916851845751*^-185*I,-0.7403558357516976+9.14851719190093*^-185*I,-1.3388820568061648+1.192269458790783*^-184*I,-0.9551650489502977+2.8467982071143384*^-185*I
0.2680889211068848+1.5658482766499402*^-198*I,0.7812269815039905-6.452887037342233*^-199*I,0.7520399648771702+1.316571091123607*^-199*I,0.7218002626767916+5.690986510213211*^-200*I,-0.4689794599981963+6.284466672130904*^-199*I,-0.19860750278881711+7.174210599891847*^-199*I,-0.10291528378225977+1.6724840311753866*^-198*I,-0.08006455298866248+1.0177388640183536*^-198*I,0.7477463207042955+5.431290887566295*^-199*I,1.30530641246089+2.0408377366295842*^-199*I,0.38731103895612246-9.777720468844243*^-198*I,-0.06618256771990373+2.7871657831206274*^-198*I,0.12185096350035672+8.527618890073935*^-200*I,-0.05270663744565969+6.046951500047187*^-199*I,-0.6258622754507028+9.103730654134625*^-199*I,-0.8902076748218265+1.0907873768004841*^-198*I,-1.437586352781413+2.6429260197455665*^-198*I,-0.9545974192845766+9.641781843292475*^-200*I
0.07265560321818293-8.504746616290198*^-207*I,0.8451422665524947-4.172574362638795*^-208*I,0.6970899794252537-3.7498908564474814*^-207*I,0.697608673442803+7.69154369904595*^-208*I,-0.5913174594618763-1.2364973731437523*^-207*I,-0.2771501824892411-8.61121087332437*^-207*I,-0.33828031079092924-9.64267933215183*^-207*I,-0.22826550661947526-3.332675313302308*^-207*I,0.7199050245330132-3.118016192128101*^-207*I,1.3480484876890044-3.4289582471006865*^-208*I,-0.6513971028328296-1.7465680999879002*^-205*I,-0.4302858763111456-1.8736509836441281*^-206*I,0.11071937103735974+3.8860607253980944*^-207*I,-0.13301126835744584+2.0615861086377636*^-207*I,-0.7526344669228501-1.119646127632577*^-207*I,-1.0030549948099325-6.112149112087097*^-207*I,-1.4585531905506244-1.4092877853605204*^-206*I,-0.9224341003462543+3.320454341941463*^-207*I
-0.0683368373868717+8.20659042940944*^-220*I,0.8686668862155627-1.9215127531938507*^-220*I,0.6330696933701435+3.0122413776123596*^-220*I,0.6936618664265316-5.159253379475958*^-221*I,-0.68217573251163+2.9011666712658143*^-220*I,-0.3489019942140559+5.5414018971790835*^-220*I,-0.5116823732659611+8.809983599566812*^-220*I,-0.33882861462128094+4.8684294996905065*^-220*I,0.706653091092035+2.463495070264988*^-220*I,1.4107029086760925-1.1060408835656929*^-220*I,-1.260627021942377+1.2457223850007154*^-218*I,-0.6857997439361787+1.4899092329237545*^-219*I,0.12009418182155454-1.07453094373143*^-220*I,-0.163177691658966+1.1685579570615427*^-220*I,-0.8296959426046385+3.647923849703541*^-220*I,-1.0780850530892914+5.78776941584238*^-220*I,-1.4108206339159959+1.1260302400323929*^-219*I,-0.877468059052353-7.012430178553629*^-221*I
-0.16614712665674847-4.210294306617895*^-230*I,0.87291868580906+1.0500384008581161*^-231*I,0.5782557720094988-1.7062499852877866*^-230*I,0.6978650777624598+4.588587042212735*^-231*I,-0.7442252969921612-5.54553768475118*^-231*I,-0.4010230123481127-4.509534667430706*^-230*I,-0.6312397280194524-4.57129698725552*^-230*I,-0.4217245505922359-1.549993585172287*^-230*I,0.6968845271313435-1.6453138190436903*^-230*I,1.4756904669040887-2.6723347244322123*^-231*I,-1.5000922725244565-5.793138616125731*^-230*I,-0.8485477330468378-8.103350680100962*^-230*I,0.13246404261818512+1.7357992284670492*^-230*I,-0.1690934114889652+8.930375665711002*^-231*I,-0.8782968480546122-6.983623314667629*^-231*I,-1.1260929639009292-3.328224869245701*^-230*I,-1.3617189452813632-5.093808380815183*^-230*I,-0.8365793664264328+1.1996221304735933*^-230*I
-0.23571062139942864-3.4053715761127957*^-246*I,0.8722508304647155+2.122877023045911*^-246*I,0.5340092711095893-1.896293712639821*^-246*I,0.7042027160131165+2.895394940254948*^-247*I,-0.7844176684004031-3.2218692778942594*^-246*I,-0.42338555762181534+3.070005814914647*^-247*I,-0.7113989328798483-3.525968021068637*^-246*I,-0.4918887995372913-3.965084970544044*^-246*I,0.6854054042570945+3.4327103711738356*^-247*I,1.5415498638817633+4.997173586885335*^-246*I,-1.6168581257062304-9.363181422317479*^-245*I,-0.9456099287786363-4.792493120222345*^-246*I,0.13717057349192502-1.253507200129489*^-246*I,-0.17042361212293386-2.5296706989897903*^-246*I,-0.9182201832457643-3.622336878108574*^-246*I,-1.157340610907643-1.493142917907352*^-246*I,-1.3263550289415533-2.701103395758705*^-246*I,-0.8079023234711741-1.0240364412508457*^-246*I
-0.28642937277959823+1.0829027489082368*^-263*I,0.8738233401470129-2.1419150366131967*^-264*I,0.4976162157449842+9.843978488326456*^-264*I,0.7101741375858258-4.841405407892041*^-264*I,-0.8082364758217586+4.6112004884154675*^-264*I,-0.4112383573623991+1.7530107646754673*^-263*I,-0.7630018894953965+1.524206768275665*^-263*I,-0.5593927847844067+5.585619055447359*^-264*I,0.6706205867173131+7.430930605245809*^-264*I,1.6117687064265735-3.599698062200167*^-263*I,-1.6856091769592016-7.54069664782691*^-263*I,-0.9960520595962589+2.6701249338463374*^-263*I,0.12977005503230837-4.069514017830914*^-264*I,-0.17717184551335274-2.1088416296967183*^-264*I,-0.9613346977343126+3.766775695599581*^-264*I,-1.1770565091955953+1.60788035828042*^-263*I,-1.3051769616745277+8.466095589491244*^-264*I,-0.7940123322575455-2.409254544550922*^-264*I
